region,Resource,technology,Inv_Cost_per_MWyr,Inv_Cost_Inverter_per_MWyr,Inv_Cost_Solar_per_MWyr,Inv_Cost_Wind_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Inverter_Cost_per_MWyr,Fixed_OM_Solar_Cost_per_MWyr,Fixed_OM_Wind_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr
EIC,EIC_utilitypv_class1_moderate_0,hybrid_pv,8863.386,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_1,hybrid_pv,4464.156,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_2,hybrid_pv,14629.711,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_3,hybrid_pv,10125.593,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_4,hybrid_pv,16248.012,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_5,hybrid_pv,22825.004,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_6,hybrid_pv,24565.988,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_7,hybrid_pv,21180.786,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_8,hybrid_pv,32414.229,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_utilitypv_class1_moderate_9,hybrid_pv,148668.665,5290.90830479731,19313.515248369717,0.0,16171.049839688296,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_0,hybrid_pv,6412.182,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_1,hybrid_pv,8460.982,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_2,hybrid_pv,10478.698,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_3,hybrid_pv,14103.154,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_4,hybrid_pv,14224.435,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_5,hybrid_pv,18539.404,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_6,hybrid_pv,22324.625,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_7,hybrid_pv,17463.888,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_8,hybrid_pv,74721.211,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
TRE,TRE_utilitypv_class1_moderate_9,hybrid_pv,29582.346,5035.987452353783,18382.972232469896,0.0,15700.04838804689,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_0,hybrid_pv,10320.26,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_1,hybrid_pv,6015.782,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_2,hybrid_pv,19411.252,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_3,hybrid_pv,3991.741,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_4,hybrid_pv,25713.501,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_5,hybrid_pv,8051.656,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_6,hybrid_pv,33456.861,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_7,hybrid_pv,16841.98,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_8,hybrid_pv,105939.452,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
WECC,WECC_utilitypv_class1_moderate_9,hybrid_pv,28289.909,5509.411892606049,20111.123547712417,0.0,16359.45042034486,1442.5,3894.7500000000005,9087.75,0.0,3546
EIC,EIC_landbasedwind_class1_moderate_0,hybrid_wind,14197.521,6586.3224325205465,0.0,56816.479,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_1,hybrid_wind,17082.104,6586.3224325205465,0.0,56816.896,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_2,hybrid_wind,17266.619,6586.3224325205465,0.0,56816.381,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_3,hybrid_wind,25482.635,6586.3224325205465,0.0,56816.365000000005,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_4,hybrid_wind,16487.938,6586.3224325205465,0.0,56816.062000000005,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_5,hybrid_wind,25719.606,6586.3224325205465,0.0,56816.394,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_6,hybrid_wind,21223.571,6586.3224325205465,0.0,56816.429000000004,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_7,hybrid_wind,32632.921,6586.3224325205465,0.0,56816.079,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_8,hybrid_wind,28526.156,6586.3224325205465,0.0,56816.844,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_landbasedwind_class1_moderate_9,hybrid_wind,244461.674,6586.3224325205465,0.0,56816.326,16171.049839688296,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_0,hybrid_wind,14392.776,4853.901129179834,0.0,41880.224,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_1,hybrid_wind,20297.809,4853.901129179834,0.0,41880.191,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_2,hybrid_wind,14755.103,4853.901129179834,0.0,41880.897,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_3,hybrid_wind,23630.35,4853.901129179834,0.0,41880.65,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_4,hybrid_wind,12498.46,4853.901129179834,0.0,41880.54,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_5,hybrid_wind,23787.558,4853.901129179834,0.0,41880.441999999995,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_6,hybrid_wind,15633.08,4853.901129179834,0.0,41880.92,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_7,hybrid_wind,29020.777,4853.901129179834,0.0,41880.223,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_8,hybrid_wind,40896.604,4853.901129179834,0.0,41880.396,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
TRE,TRE_landbasedwind_class1_moderate_9,hybrid_wind,146712.274,4853.901129179834,0.0,41880.725999999995,15700.04838804689,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_0,hybrid_wind,20294.121,8620.486785692374,0.0,74337.879,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_1,hybrid_wind,19872.298,8620.486785692374,0.0,74337.702,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_2,hybrid_wind,27184.562,8620.486785692374,0.0,74337.438,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_3,hybrid_wind,19137.494,8620.486785692374,0.0,74337.506,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_4,hybrid_wind,26038.936,8620.486785692374,0.0,74337.064,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_5,hybrid_wind,133608.575,8620.486785692374,0.0,74337.42499999999,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_6,hybrid_wind,29899.759,8620.486785692374,0.0,74337.24100000001,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_7,hybrid_wind,160192.842,8620.486785692374,0.0,74337.158,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_8,hybrid_wind,38235.186,8620.486785692374,0.0,74337.814,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
WECC,WECC_landbasedwind_class1_moderate_9,hybrid_wind,274991.331,8620.486785692374,0.0,74337.669,16359.45042034486,1442.5,3894.7500000000005,0.0,35170.5,3546
EIC,EIC_battery_moderate_0,standalone_storage,2560.0,5358.5403676904925,0.0,0.0,16171.049839688296,1442.5,3894.7500000000005,0.0,0.0,3546
TRE,TRE_battery_moderate_0,standalone_storage,2560.0,5202.466376398535,0.0,0.0,15700.04838804689,1442.5,3894.7500000000005,0.0,0.0,3546
WECC,WECC_battery_moderate_0,standalone_storage,2560.0,5420.969964207274,0.0,0.0,16359.45042034486,1442.5,3894.7500000000005,0.0,0.0,3546
